source,target,source_title,target_title,shared_subtasks,cosine,jaccard,weighted_cosine,same_soc_major_group
19-2021.00,19-4043.00,Atmospheric and Space Scientists,"Geological Technicians, Except Hydrologic Technicians",4,0.154,0.0833,0.1007,1
29-1123.00,29-2035.00,Physical Therapists,Magnetic Resonance Imaging Technologists,4,0.154,0.0833,0.1389,1
29-1128.00,29-1141.04,Exercise Physiologists,Clinical Nurse Specialists,4,0.154,0.0833,0.1572,1
29-1171.00,29-2035.00,Nurse Practitioners,Magnetic Resonance Imaging Technologists,4,0.154,0.0833,0.1436,1
15-1211.01,15-1299.03,Health Informatics Specialists,Document Management Specialists,3,0.1539,0.0833,0.1346,1
17-2199.08,17-3012.00,Robotics Engineers,Electrical and Electronics Drafters,3,0.1539,0.0833,0.1526,1
17-3031.00,19-4071.00,Surveying and Mapping Technicians,Forest and Conservation Technicians,3,0.1539,0.0833,0.1464,0
19-1029.03,19-3032.00,Geneticists,Industrial-Organizational Psychologists,3,0.1539,0.0833,0.1553,1
19-1042.00,19-3034.00,"Medical Scientists, Except Epidemiologists",School Psychologists,3,0.1539,0.0833,0.1183,1
19-1042.00,19-4092.00,"Medical Scientists, Except Epidemiologists",Forensic Science Technicians,3,0.1539,0.0833,0.1473,1
19-3032.00,19-4092.00,Industrial-Organizational Psychologists,Forensic Science Technicians,3,0.1539,0.0833,0.1616,1
29-1011.00,29-1222.00,Chiropractors,"Physicians, Pathologists",3,0.1539,0.0833,0.1737,1
29-1011.00,29-2055.00,Chiropractors,Surgical Technologists,3,0.1539,0.0833,0.1406,1
29-1242.00,29-2051.00,"Orthopedic Surgeons, Except Pediatric",Dietetic Technicians,3,0.1539,0.0833,0.0,1
29-1122.00,29-2036.00,Occupational Therapists,Medical Dosimetrists,4,0.1532,0.0816,0.1276,1
29-1216.00,29-2036.00,General Internal Medicine Physicians,Medical Dosimetrists,4,0.1532,0.0816,0.1341,1
19-1031.00,19-4051.02,Conservation Scientists,Nuclear Monitoring Technicians,3,0.1531,0.0811,0.1539,1
29-2011.00,29-9092.00,Medical and Clinical Laboratory Technologists,Genetic Counselors,3,0.1531,0.0811,0.1342,1
17-2051.01,17-2199.03,Transportation Engineers,"Energy Engineers, Except Wind and Solar",3,0.1519,0.0789,0.1545,1
29-1129.02,29-2072.00,Music Therapists,Medical Records Specialists,3,0.1519,0.0789,0.1535,1
29-1141.03,29-2012.00,Critical Care Nurses,Medical and Clinical Laboratory Technicians,4,0.1519,0.08,0.1522,1
29-1181.00,29-2072.00,Audiologists,Medical Records Specialists,3,0.1519,0.0789,0.1572,1
29-2036.00,29-2056.00,Medical Dosimetrists,Veterinary Technologists and Technicians,5,0.1518,0.082,0.1352,1
17-2011.00,17-2031.00,Aerospace Engineers,Bioengineers and Biomedical Engineers,3,0.1517,0.0811,0.1669,1
17-2031.00,17-2051.00,Bioengineers and Biomedical Engineers,Civil Engineers,3,0.1517,0.0811,0.1326,1
17-2031.00,17-3028.00,Bioengineers and Biomedical Engineers,Calibration Technologists and Technicians,3,0.1517,0.0811,0.1313,1
17-3011.00,17-3027.01,Architectural and Civil Drafters,Automotive Engineering Technicians,3,0.1517,0.0811,0.1304,1
17-3028.00,17-3029.08,Calibration Technologists and Technicians,Photonics Technicians,3,0.1517,0.0811,0.1591,1
19-2011.00,19-3051.00,Astronomers,Urban and Regional Planners,3,0.1517,0.0811,0.1312,1
19-3051.00,19-4012.01,Urban and Regional Planners,Precision Agriculture Technicians,3,0.1517,0.0811,0.0,1
29-1071.01,29-1221.00,Anesthesiologist Assistants,"Pediatricians, General",3,0.1517,0.0811,0.1424,1
17-2071.00,17-2141.02,Electrical Engineers,Automotive Engineers,4,0.1516,0.0816,0.1363,1
19-1031.00,19-2042.00,Conservation Scientists,"Geoscientists, Except Hydrologists and Geographers",4,0.1516,0.0816,0.1511,1
19-1031.00,19-4042.00,Conservation Scientists,"Environmental Science and Protection Technicians, Including Health",4,0.1516,0.0816,0.1428,1
19-1032.00,19-2042.00,Foresters,"Geoscientists, Except Hydrologists and Geographers",4,0.1516,0.0816,0.1559,1
19-2012.00,19-2042.00,Physicists,"Geoscientists, Except Hydrologists and Geographers",4,0.1516,0.0816,0.2135,1
19-2042.00,19-2099.01,"Geoscientists, Except Hydrologists and Geographers",Remote Sensing Scientists and Technologists,4,0.1516,0.0816,0.1698,1
19-4042.00,19-4099.01,"Environmental Science and Protection Technicians, Including Health",Quality Control Analysts,4,0.1516,0.0816,0.1709,1
29-1129.01,29-1211.00,Art Therapists,Anesthesiologists,4,0.1516,0.0816,0.1821,1
29-1124.00,29-1229.04,Radiation Therapists,Physical Medicine and Rehabilitation Physicians,3,0.1515,0.0769,0.1449,1
29-1124.00,29-2091.00,Radiation Therapists,Orthotists and Prosthetists,3,0.1515,0.0769,0.1486,1
29-1141.01,29-1291.00,Acute Care Nurses,Acupuncturists,3,0.1515,0.0769,0.1461,1
29-1141.01,29-2057.00,Acute Care Nurses,Ophthalmic Medical Technicians,3,0.1515,0.0769,0.1647,1
29-1213.00,29-2034.00,Dermatologists,Radiologic Technologists and Technicians,3,0.1515,0.0769,0.1282,1
29-1229.04,29-2061.00,Physical Medicine and Rehabilitation Physicians,Licensed Practical and Licensed Vocational Nurses,3,0.1515,0.0769,0.1747,1
29-1291.00,29-2034.00,Acupuncturists,Radiologic Technologists and Technicians,3,0.1515,0.0769,0.1527,1
29-1291.00,29-2061.00,Acupuncturists,Licensed Practical and Licensed Vocational Nurses,3,0.1515,0.0769,0.1494,1
29-2061.00,29-2091.00,Licensed Practical and Licensed Vocational Nurses,Orthotists and Prosthetists,3,0.1515,0.0769,0.1717,1
17-2111.00,17-2121.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Marine Engineers and Naval Architects,4,0.1512,0.0816,0.1035,1
17-2141.01,17-3025.00,Fuel Cell Engineers,Environmental Engineering Technologists and Technicians,4,0.1512,0.0816,0.0786,1
29-1131.00,29-2061.00,Veterinarians,Licensed Practical and Licensed Vocational Nurses,4,0.1512,0.0816,0.1308,1
29-1212.00,29-2061.00,Cardiologists,Licensed Practical and Licensed Vocational Nurses,4,0.1512,0.0816,0.0,1
29-1242.00,29-2056.00,"Orthopedic Surgeons, Except Pediatric",Veterinary Technologists and Technicians,4,0.1512,0.0784,0.0,1
17-2051.01,17-3027.00,Transportation Engineers,Mechanical Engineering Technologists and Technicians,4,0.151,0.0816,0.1595,1
29-1127.00,29-2031.00,Speech-Language Pathologists,Cardiovascular Technologists and Technicians,4,0.151,0.0816,0.1536,1
29-1181.00,29-9093.00,Audiologists,Surgical Assistants,4,0.151,0.0816,0.16,1
29-9091.00,29-9093.00,Athletic Trainers,Surgical Assistants,4,0.151,0.0816,0.1507,1
15-1232.00,15-2031.00,Computer User Support Specialists,Operations Research Analysts,3,0.1508,0.0811,0.1635,1
15-1299.01,15-2051.01,Web Administrators,Business Intelligence Analysts,3,0.1508,0.0714,0.1428,1
19-1041.00,19-3033.00,Epidemiologists,Clinical and Counseling Psychologists,3,0.1508,0.0811,0.1714,1
29-1023.00,29-1141.03,Orthodontists,Critical Care Nurses,3,0.1508,0.0714,0.148,1
29-1122.00,29-2081.00,Occupational Therapists,"Opticians, Dispensing",3,0.1508,0.0811,0.1552,1
29-1141.03,29-2092.00,Critical Care Nurses,Hearing Aid Specialists,3,0.1508,0.0714,0.1402,1
29-1216.00,29-2099.01,General Internal Medicine Physicians,Neurodiagnostic Technologists,3,0.1508,0.0811,0.1463,1
15-2041.01,19-1042.00,Biostatisticians,"Medical Scientists, Except Epidemiologists",3,0.1502,0.0811,0.1543,0
17-2112.00,17-3031.00,Industrial Engineers,Surveying and Mapping Technicians,3,0.1502,0.0811,0.1549,1
17-2199.07,17-3026.01,Photonics Engineers,Nanotechnology Engineering Technologists and Technicians,3,0.1502,0.0811,0.1442,1
19-1013.00,19-1042.00,Soil and Plant Scientists,"Medical Scientists, Except Epidemiologists",3,0.1502,0.0811,0.1518,1
19-1023.00,19-3011.01,Zoologists and Wildlife Biologists,Environmental Economists,3,0.1502,0.0811,0.1813,1
19-1023.00,19-4021.00,Zoologists and Wildlife Biologists,Biological Technicians,3,0.1502,0.0811,0.1322,1
29-1214.00,29-2099.05,Emergency Medicine Physicians,Ophthalmic Medical Technologists,3,0.1502,0.0811,0.1659,1
29-1218.00,29-1222.00,Obstetricians and Gynecologists,"Physicians, Pathologists",3,0.1502,0.0811,0.1425,1
29-2051.00,29-2099.05,Dietetic Technicians,Ophthalmic Medical Technologists,3,0.1502,0.0811,0.1503,1
17-2111.00,17-3022.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Civil Engineering Technologists and Technicians,3,0.15,0.0789,0.1299,1
19-1029.03,19-3034.00,Geneticists,School Psychologists,3,0.15,0.0811,0.1818,1
19-4092.00,19-4099.03,Forensic Science Technicians,Remote Sensing Technicians,3,0.15,0.0811,0.1623,1
29-1131.00,29-2011.00,Veterinarians,Medical and Clinical Laboratory Technologists,3,0.15,0.0789,0.1446,1
29-1229.03,29-2035.00,Urologists,Magnetic Resonance Imaging Technologists,3,0.15,0.0789,0.1421,1
29-1161.00,29-2036.00,Nurse Midwives,Medical Dosimetrists,4,0.1498,0.08,0.1167,1
29-1221.00,29-2032.00,"Pediatricians, General",Diagnostic Medical Sonographers,4,0.1498,0.08,0.1433,1
29-1125.00,29-2032.00,Recreational Therapists,Diagnostic Medical Sonographers,3,0.1494,0.0732,0.1583,1
29-2011.02,29-2032.00,Cytotechnologists,Diagnostic Medical Sonographers,3,0.1494,0.0732,0.15,1
19-2041.03,19-3094.00,Industrial Ecologists,Political Scientists,3,0.1491,0.0769,0.1423,1
19-2099.01,19-3091.00,Remote Sensing Scientists and Technologists,Anthropologists and Archeologists,4,0.1491,0.08,0.1699,1
29-1071.00,29-1123.00,Physician Assistants,Physical Therapists,3,0.1491,0.0769,0.1763,1
29-1071.00,29-9093.00,Physician Assistants,Surgical Assistants,3,0.1491,0.0769,0.1412,1
29-1123.00,29-2072.00,Physical Therapists,Medical Records Specialists,3,0.1491,0.0769,0.1747,1
29-1141.04,29-2072.00,Clinical Nurse Specialists,Medical Records Specialists,3,0.1491,0.0769,0.1527,1
29-1171.00,29-1292.00,Nurse Practitioners,Dental Hygienists,3,0.1491,0.0769,0.1643,1
29-1171.00,29-2072.00,Nurse Practitioners,Medical Records Specialists,3,0.1491,0.0769,0.1377,1
29-1292.00,29-9093.00,Dental Hygienists,Surgical Assistants,3,0.1491,0.0769,0.1543,1
19-1021.00,19-2042.00,Biochemists and Biophysicists,"Geoscientists, Except Hydrologists and Geographers",3,0.1489,0.075,0.2016,1
19-1021.00,19-4042.00,Biochemists and Biophysicists,"Environmental Science and Protection Technicians, Including Health",3,0.1489,0.075,0.16,1
19-2031.00,19-4042.00,Chemists,"Environmental Science and Protection Technicians, Including Health",3,0.1489,0.075,0.1356,1
19-2042.00,19-3011.00,"Geoscientists, Except Hydrologists and Geographers",Economists,3,0.1489,0.075,0.1767,1
19-3011.00,19-4042.00,Economists,"Environmental Science and Protection Technicians, Including Health",3,0.1489,0.075,0.1523,1
29-1051.00,29-1291.00,Pharmacists,Acupuncturists,3,0.1489,0.075,0.1555,1
29-1129.01,29-1213.00,Art Therapists,Dermatologists,3,0.1489,0.075,0.1444,1
17-2071.00,17-2171.00,Electrical Engineers,Petroleum Engineers,4,0.1486,0.08,0.1473,1
17-2171.00,17-2199.06,Petroleum Engineers,Microsystems Engineers,4,0.1486,0.08,0.1828,1
17-3025.00,17-3026.00,Environmental Engineering Technologists and Technicians,Industrial Engineering Technologists and Technicians,4,0.1486,0.08,0.1094,1
19-1029.02,19-2042.00,Molecular and Cellular Biologists,"Geoscientists, Except Hydrologists and Geographers",4,0.1486,0.08,0.1607,1
19-1029.02,19-4042.00,Molecular and Cellular Biologists,"Environmental Science and Protection Technicians, Including Health",4,0.1486,0.08,0.1603,1
29-1128.00,29-1129.01,Exercise Physiologists,Art Therapists,4,0.1486,0.08,0.1265,1
29-1129.01,29-1212.00,Art Therapists,Cardiologists,4,0.1486,0.08,0.0,1
29-1129.01,29-2035.00,Art Therapists,Magnetic Resonance Imaging Technologists,4,0.1486,0.08,0.1708,1
17-2199.05,17-3028.00,Mechatronics Engineers,Calibration Technologists and Technicians,3,0.1485,0.0789,0.1464,1
19-2011.00,19-2099.01,Astronomers,Remote Sensing Scientists and Technologists,3,0.1485,0.0789,0.1459,1
19-2012.00,19-3022.00,Physicists,Survey Researchers,3,0.1485,0.0789,0.2104,1
19-2099.01,19-3022.00,Remote Sensing Scientists and Technologists,Survey Researchers,3,0.1485,0.0789,0.1495,1
19-3022.00,19-4099.01,Survey Researchers,Quality Control Analysts,3,0.1485,0.0789,0.1371,1
15-1241.01,15-1253.00,Telecommunications Engineering Specialists,Software Quality Assurance Analysts and Testers,4,0.1482,0.08,0.1757,1
17-2051.01,17-2112.03,Transportation Engineers,Manufacturing Engineers,4,0.1482,0.08,0.1515,1
17-2051.01,17-2141.01,Transportation Engineers,Fuel Cell Engineers,4,0.1482,0.08,0.1518,1
17-2051.01,17-3023.00,Transportation Engineers,Electrical and Electronic Engineering Technologists and Technicians,4,0.1482,0.08,0.1596,1
29-1124.00,29-1127.00,Radiation Therapists,Speech-Language Pathologists,4,0.1482,0.08,0.1566,1
29-1124.00,29-1129.02,Radiation Therapists,Music Therapists,4,0.1482,0.08,0.1424,1
29-1124.00,29-9091.00,Radiation Therapists,Athletic Trainers,4,0.1482,0.08,0.1602,1
29-1129.02,29-2061.00,Music Therapists,Licensed Practical and Licensed Vocational Nurses,4,0.1482,0.08,0.1454,1
29-1126.00,29-1141.04,Respiratory Therapists,Clinical Nurse Specialists,4,0.1481,0.08,0.1556,1
29-1171.00,29-9093.00,Nurse Practitioners,Surgical Assistants,4,0.1481,0.08,0.1489,1
29-1299.01,29-2056.00,Naturopathic Physicians,Veterinary Technologists and Technicians,4,0.1475,0.0769,0.1502,1
17-2141.00,17-3011.00,Mechanical Engineers,Architectural and Civil Drafters,4,0.1474,0.0784,0.1448,1
19-1041.00,19-3051.00,Epidemiologists,Urban and Regional Planners,3,0.1474,0.0789,0.1911,1
29-1161.00,29-2081.00,Nurse Midwives,"Opticians, Dispensing",3,0.1474,0.0789,0.1546,1
29-1221.00,29-2099.01,"Pediatricians, General",Neurodiagnostic Technologists,3,0.1474,0.0789,0.1361,1
15-1253.00,15-2051.00,Software Quality Assurance Analysts and Testers,Data Scientists,3,0.1471,0.0769,0.0987,1
29-1129.02,29-1229.03,Music Therapists,Urologists,3,0.1471,0.0769,0.1445,1
29-1229.02,29-9091.00,Hospitalists,Athletic Trainers,3,0.1471,0.0769,0.1463,1
19-1042.00,19-3033.00,"Medical Scientists, Except Epidemiologists",Clinical and Counseling Psychologists,3,0.1467,0.0789,0.1453,1
19-1042.00,19-4012.00,"Medical Scientists, Except Epidemiologists",Agricultural Technicians,3,0.1467,0.0789,0.1439,1
19-2041.00,19-4012.00,"Environmental Scientists and Specialists, Including Health",Agricultural Technicians,3,0.1467,0.0789,0.122,1
29-1216.00,29-1222.00,General Internal Medicine Physicians,"Physicians, Pathologists",3,0.1467,0.0789,0.154,1
29-1211.00,29-2036.00,Anesthesiologists,Medical Dosimetrists,4,0.1466,0.0784,0.1155,1
15-1241.00,15-2051.01,Computer Network Architects,Business Intelligence Analysts,3,0.1464,0.0682,0.1048,1
15-1242.00,15-1299.03,Database Administrators,Document Management Specialists,3,0.1464,0.0789,0.1553,1
15-1299.03,15-1299.05,Document Management Specialists,Information Security Engineers,3,0.1464,0.0789,0.1424,1
15-1299.03,15-2041.01,Document Management Specialists,Biostatisticians,3,0.1464,0.0789,0.1371,1
15-1299.05,15-1299.06,Information Security Engineers,Digital Forensics Analysts,3,0.1464,0.0789,0.1273,1
15-1299.08,15-2021.00,Computer Systems Engineers/Architects,Mathematicians,3,0.1464,0.0732,0.1127,1
17-1012.00,17-2141.01,Landscape Architects,Fuel Cell Engineers,3,0.1464,0.075,0.1526,1
17-1022.00,17-3023.00,Surveyors,Electrical and Electronic Engineering Technologists and Technicians,3,0.1464,0.075,0.1421,1
17-2051.02,17-2161.00,Water/Wastewater Engineers,Nuclear Engineers,3,0.1464,0.0789,0.1267,1
17-2072.01,17-2112.00,Radio Frequency Identification Device Specialists,Industrial Engineers,3,0.1464,0.0789,0.1488,1
17-2072.01,17-2199.09,Radio Frequency Identification Device Specialists,Nanosystems Engineers,3,0.1464,0.0789,0.1476,1
17-2112.00,17-2161.00,Industrial Engineers,Nuclear Engineers,3,0.1464,0.0789,0.138,1
17-2112.03,17-2199.03,Manufacturing Engineers,"Energy Engineers, Except Wind and Solar",3,0.1464,0.075,0.1144,1
17-2112.03,17-3021.00,Manufacturing Engineers,Aerospace Engineering and Operations Technologists and Technicians,3,0.1464,0.075,0.1451,1
17-2121.00,17-3021.00,Marine Engineers and Naval Architects,Aerospace Engineering and Operations Technologists and Technicians,3,0.1464,0.075,0.1474,1
17-2141.01,17-2199.03,Fuel Cell Engineers,"Energy Engineers, Except Wind and Solar",3,0.1464,0.075,0.1561,1
17-2199.03,17-3023.00,"Energy Engineers, Except Wind and Solar",Electrical and Electronic Engineering Technologists and Technicians,3,0.1464,0.075,0.1166,1
19-1013.00,19-4071.00,Soil and Plant Scientists,Forest and Conservation Technicians,3,0.1464,0.0789,0.1014,1
19-1029.03,19-3011.01,Geneticists,Environmental Economists,3,0.1464,0.0789,0.1403,1
19-1029.03,19-3099.01,Geneticists,Transportation Planners,3,0.1464,0.0789,0.1652,1
19-1029.03,19-4021.00,Geneticists,Biological Technicians,3,0.1464,0.0789,0.1539,1
19-2031.00,19-2043.00,Chemists,Hydrologists,3,0.1464,0.0732,0.154,1
19-3034.00,19-4061.00,School Psychologists,Social Science Research Assistants,3,0.1464,0.0789,0.1724,1
19-3091.00,19-4013.00,Anthropologists and Archeologists,Food Science Technicians,3,0.1464,0.0732,0.1494,1
19-3099.01,19-4092.00,Transportation Planners,Forensic Science Technicians,3,0.1464,0.0789,0.1564,1
19-4021.00,19-4071.00,Biological Technicians,Forest and Conservation Technicians,3,0.1464,0.0789,0.1686,1
19-4021.00,19-4092.00,Biological Technicians,Forensic Science Technicians,3,0.1464,0.0789,0.1419,1
19-4061.00,19-4071.00,Social Science Research Assistants,Forest and Conservation Technicians,3,0.1464,0.0789,0.1487,1
19-4061.00,19-4092.00,Social Science Research Assistants,Forensic Science Technicians,3,0.1464,0.0789,0.1644,1
29-1031.00,29-1213.00,Dietitians and Nutritionists,Dermatologists,3,0.1464,0.0732,0.1081,1
29-1031.00,29-2043.00,Dietitians and Nutritionists,Paramedics,3,0.1464,0.0732,0.1759,1
29-1071.00,29-2034.00,Physician Assistants,Radiologic Technologists and Technicians,3,0.1464,0.075,0.1417,1
29-1124.00,29-2072.00,Radiation Therapists,Medical Records Specialists,3,0.1464,0.075,0.1393,1
29-1141.01,29-1292.00,Acute Care Nurses,Dental Hygienists,3,0.1464,0.075,0.1598,1
29-1141.01,29-2072.00,Acute Care Nurses,Medical Records Specialists,3,0.1464,0.075,0.1452,1
29-1242.00,29-2033.00,"Orthopedic Surgeons, Except Pediatric",Nuclear Medicine Technologists,3,0.1464,0.0789,0.0,1
29-1292.00,29-2034.00,Dental Hygienists,Radiologic Technologists and Technicians,3,0.1464,0.075,0.1551,1
29-2011.01,29-2053.00,Cytogenetic Technologists,Psychiatric Technicians,3,0.1464,0.0789,0.1321,1
29-2011.01,29-2099.05,Cytogenetic Technologists,Ophthalmic Medical Technologists,3,0.1464,0.0789,0.1286,1
19-1029.02,19-3091.00,Molecular and Cellular Biologists,Anthropologists and Archeologists,4,0.1461,0.0784,0.1879,1
19-3091.00,19-4043.00,Anthropologists and Archeologists,"Geological Technicians, Except Hydrologic Technicians",4,0.1461,0.0784,0.1797,1
29-1031.00,29-1128.00,Dietitians and Nutritionists,Exercise Physiologists,4,0.1461,0.0784,0.1299,1
29-1031.00,29-1212.00,Dietitians and Nutritionists,Cardiologists,4,0.1461,0.0784,0.0,1
17-2051.01,17-2199.06,Transportation Engineers,Microsystems Engineers,4,0.1457,0.0784,0.1173,1
29-1129.01,29-9091.00,Art Therapists,Athletic Trainers,4,0.1457,0.0784,0.1966,1
15-1243.00,15-2041.00,Database Architects,Statisticians,3,0.1455,0.0769,0.1185,1
17-1011.00,17-2111.00,"Architects, Except Landscape and Naval","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3,0.1455,0.0769,0.1169,1
17-2011.00,17-2111.00,Aerospace Engineers,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3,0.1455,0.0769,0.1812,1
17-2061.00,17-2111.00,Computer Hardware Engineers,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",3,0.1455,0.0769,0.1895,1
17-2081.00,17-2141.01,Environmental Engineers,Fuel Cell Engineers,4,0.1455,0.0784,0.1358,1
17-2121.00,17-3027.00,Marine Engineers and Naval Architects,Mechanical Engineering Technologists and Technicians,4,0.1455,0.0784,0.1503,1
17-2171.00,17-3027.01,Petroleum Engineers,Automotive Engineering Technicians,3,0.1455,0.0769,0.1483,1
17-2171.00,17-3028.00,Petroleum Engineers,Calibration Technologists and Technicians,3,0.1455,0.0769,0.1569,1
19-1029.02,19-4012.01,Molecular and Cellular Biologists,Precision Agriculture Technicians,3,0.1455,0.0769,0.138,1
19-2011.00,25-1031.00,Astronomers,"Architecture Teachers, Postsecondary",3,0.1455,0.0769,0.136,0
19-2011.00,25-1063.00,Astronomers,"Economics Teachers, Postsecondary",3,0.1455,0.0769,0.1265,0
19-2011.00,25-1065.00,Astronomers,"Political Science Teachers, Postsecondary",3,0.1455,0.0769,0.1371,0
19-2011.00,25-1071.00,Astronomers,"Health Specialties Teachers, Postsecondary",3,0.1455,0.0769,0.1329,0
29-1071.01,29-1128.00,Anesthesiologist Assistants,Exercise Physiologists,3,0.1455,0.0769,0.1664,1
29-1071.01,29-1131.00,Anesthesiologist Assistants,Veterinarians,3,0.1455,0.0769,0.1191,1
29-1122.01,29-2035.00,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Magnetic Resonance Imaging Technologists,3,0.1455,0.0769,0.132,1
29-1126.00,29-1229.06,Respiratory Therapists,Sports Medicine Physicians,4,0.1455,0.0784,0.1482,1
29-1229.06,29-2031.00,Sports Medicine Physicians,Cardiovascular Technologists and Technicians,4,0.1455,0.0784,0.1551,1
29-1229.06,29-9093.00,Sports Medicine Physicians,Surgical Assistants,4,0.1455,0.0784,0.1391,1
29-1141.03,29-1221.00,Critical Care Nurses,"Pediatricians, General",4,0.1452,0.0769,0.1776,1
29-1041.00,29-1141.03,Optometrists,Critical Care Nurses,3,0.1448,0.0698,0.179,1
19-1029.04,19-3041.00,Biologists,Sociologists,3,0.1443,0.075,0.1258,1
19-1031.02,19-2041.03,Range Managers,Industrial Ecologists,3,0.1443,0.075,0.1259,1
19-2012.00,19-4031.00,Physicists,Chemical Technicians,3,0.1443,0.0769,0.1847,1
19-2021.00,19-3041.00,Atmospheric and Space Scientists,Sociologists,3,0.1443,0.075,0.1785,1
19-2099.01,19-4031.00,Remote Sensing Scientists and Technologists,Chemical Technicians,3,0.1443,0.0769,0.1441,1
29-1081.00,29-1141.04,Podiatrists,Clinical Nurse Specialists,3,0.1443,0.075,0.1451,1
29-1123.00,29-2011.00,Physical Therapists,Medical and Clinical Laboratory Technologists,3,0.1443,0.075,0.1397,1
29-1126.00,29-1229.05,Respiratory Therapists,Preventive Medicine Physicians,3,0.1443,0.075,0.142,1
29-1229.05,29-2031.00,Preventive Medicine Physicians,Cardiovascular Technologists and Technicians,3,0.1443,0.075,0.1281,1
29-2081.00,29-9092.00,"Opticians, Dispensing",Genetic Counselors,3,0.1443,0.0769,0.1411,1
29-1216.00,29-2056.00,General Internal Medicine Physicians,Veterinary Technologists and Technicians,4,0.1441,0.0755,0.1454,1
29-1243.00,29-2056.00,Pediatric Surgeons,Veterinary Technologists and Technicians,4,0.1441,0.0755,0.0,1
29-1213.00,29-2036.00,Dermatologists,Medical Dosimetrists,3,0.144,0.0714,0.1194,1
29-2032.00,29-2057.00,Diagnostic Medical Sonographers,Ophthalmic Medical Technicians,3,0.144,0.0714,0.1583,1
29-2032.00,29-2091.00,Diagnostic Medical Sonographers,Orthotists and Prosthetists,3,0.144,0.0714,0.1411,1
29-2036.00,29-2057.00,Medical Dosimetrists,Ophthalmic Medical Technicians,3,0.144,0.0714,0.0957,1
29-2057.00,29-9099.01,Ophthalmic Medical Technicians,Midwives,3,0.144,0.0714,0.1735,1
17-1012.00,17-2071.00,Landscape Architects,Electrical Engineers,3,0.1438,0.0732,0.1541,1
17-2041.00,17-3024.00,Chemical Engineers,Electro-Mechanical and Mechatronics Technologists and Technicians,3,0.1438,0.0732,0.1345,1
17-2199.03,17-2199.06,"Energy Engineers, Except Wind and Solar",Microsystems Engineers,3,0.1438,0.0732,0.1417,1
17-2199.03,17-3026.00,"Energy Engineers, Except Wind and Solar",Industrial Engineering Technologists and Technicians,3,0.1438,0.0732,0.1168,1
17-2199.06,17-3021.00,Microsystems Engineers,Aerospace Engineering and Operations Technologists and Technicians,3,0.1438,0.0732,0.161,1
19-2042.00,19-3094.00,"Geoscientists, Except Hydrologists and Geographers",Political Scientists,3,0.1438,0.0732,0.2049,1
19-4042.00,19-4051.00,"Environmental Science and Protection Technicians, Including Health",Nuclear Technicians,3,0.1438,0.0732,0.0988,1
29-1051.00,29-1071.00,Pharmacists,Physician Assistants,3,0.1438,0.0732,0.1554,1
29-1129.01,29-2072.00,Art Therapists,Medical Records Specialists,3,0.1438,0.0732,0.1489,1
29-1131.00,29-2036.00,Veterinarians,Medical Dosimetrists,4,0.1437,0.0769,0.1357,1
17-2072.00,17-3031.00,"Electronics Engineers, Except Computer",Surveying and Mapping Technicians,3,0.1435,0.0769,0.1309,1
17-2112.02,17-3011.00,Validation Engineers,Architectural and Civil Drafters,3,0.1435,0.0769,0.1497,1
17-2112.02,17-3029.08,Validation Engineers,Photonics Technicians,3,0.1435,0.0769,0.1459,1
19-1023.00,19-2041.02,Zoologists and Wildlife Biologists,Environmental Restoration Planners,3,0.1435,0.0769,0.1595,1
19-1023.00,19-3051.00,Zoologists and Wildlife Biologists,Urban and Regional Planners,3,0.1435,0.0769,0.1956,1
29-1021.00,29-1217.00,"Dentists, General",Neurologists,3,0.1435,0.0769,0.1381,1
29-1141.00,29-2012.00,Registered Nurses,Medical and Clinical Laboratory Technicians,4,0.1435,0.0741,0.1404,1
15-1232.00,15-1299.03,Computer User Support Specialists,Document Management Specialists,3,0.143,0.0769,0.1234,1
19-1029.03,19-3033.00,Geneticists,Clinical and Counseling Psychologists,3,0.143,0.0769,0.1899,1
29-1011.00,29-1122.00,Chiropractors,Occupational Therapists,3,0.143,0.0769,0.1567,1
15-1242.00,15-2051.02,Database Administrators,Clinical Data Managers,3,0.1429,0.0769,0.1471,1
15-1299.05,15-2051.02,Information Security Engineers,Clinical Data Managers,3,0.1429,0.0769,0.1397,1
17-2051.02,17-2199.09,Water/Wastewater Engineers,Nanosystems Engineers,3,0.1429,0.0769,0.1911,1
17-2071.00,17-2081.00,Electrical Engineers,Environmental Engineers,4,0.1429,0.0769,0.1355,1
17-2071.00,17-3027.00,Electrical Engineers,Mechanical Engineering Technologists and Technicians,4,0.1429,0.0769,0.1549,1
17-2121.00,17-2141.01,Marine Engineers and Naval Architects,Fuel Cell Engineers,4,0.1429,0.0769,0.1367,1
19-1031.03,19-2021.00,Park Naturalists,Atmospheric and Space Scientists,4,0.1429,0.0769,0.1303,1
19-3099.01,19-4061.00,Transportation Planners,Social Science Research Assistants,3,0.1429,0.0769,0.1357,1
