onet_soc_code,title,description,stem_occupation_types,bright_outlook,job_zone,updated_year,reported_job_titles,n_tasks,n_subtasks,detail_fetched,source_url,fetched_at
29-1081.00,Podiatrists,Diagnose and treat diseases and deformities of the human foot.,"Research, Development, Design, and Practitioners",0,5,2026,Attending Physician; Doctor of Podiatric Medicine (DPM); Doctor of Podiatric Medicine and Surgery (DPM and Surgery); Doctor Podiatric Medicine (DPM); Foot and Ankle Surgeon; Physician; Podiatric Physician; Podiatric Surgeon; Podiatrist,11,16,1,https://www.onetonline.org/link/details/29-1081.00,2026-09-16T20:57:28Z
29-1122.00,Occupational Therapists,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual.","Research, Development, Design, and Practitioners",1,5,2026,Assistive Technology Trainer; Certified Hand Therapist (CHT); Early Intervention Occupational Therapist; Home Health Occupational Therapist; Industrial Rehabilitation Consultant; Occupational Therapist (OT); Pediatric Occupational Therapist (Pediatric OT); Pediatrics and Acute Care Occupational Therapist; Registered Occupational Therapist (OTR),18,22,1,https://www.onetonline.org/link/details/29-1122.00,2026-09-16T20:57:29Z
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Provide therapy to patients with visual impairments to improve their functioning in daily life activities. May train patients in activities such as computer use, communication skills, or home management skills.","Research, Development, Design, and Practitioners",1,5,2026,Certified Low Vision Therapist (CLVT); Certified Orientation and Mobility Specialist (COMS); Mobility Specialist; Orientation and Mobility Instructor (O and M Instructor); Orientation and Mobility Specialist (O and M Specialist); Rehabilitation Teacher; Rehabilitation Therapist; Students with Visual Impairments Teacher (TVI); Vision Rehabilitation Therapist (VRT); Visually Impaired Teacher (TVI),21,17,1,https://www.onetonline.org/link/details/29-1122.01,2026-09-16T20:57:30Z
29-1123.00,Physical Therapists,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.","Research, Development, Design, and Practitioners",1,5,2026,Acute Care PT (Acute Care Physical Therapist); Doctor of Physical Therapy (DPT); Home Care Physical Therapist (Home Care PT); Inpatient Physical Therapist (Inpatient PT); Outpatient Physical Therapist (Outpatient PT); Pediatric Physical Therapist (Pediatric PT); Registered Physical Therapist (RPT); Therapist,24,27,1,https://www.onetonline.org/link/details/29-1123.00,2026-09-16T20:57:30Z
29-1124.00,Radiation Therapists,"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization.","Research, Development, Design, and Practitioners",0,3,2026,Computed Tomography Simulation Therapist (CT Simulation Therapist); Dosimetrist; Radiation Therapist (RT); Radiation Therapy Technologist (RTT); Registered Radiation Therapist; Staff Radiation Therapist,22,28,1,https://www.onetonline.org/link/details/29-1124.00,2026-09-16T20:57:31Z
29-1125.00,Recreational Therapists,"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and crafts. May assess a patient condition and recommend appropriate recreational activity.","Research, Development, Design, and Practitioners",0,4,2026,Activities Coordinator; Certified Therapeutic Recreation Specialist (CTRS); General Activities Therapist; Recreation Therapist; Recreational Therapist; Recreational Therapy Program Coordinator; Rehabilitation Therapist; Therapeutic Recreation Specialist; Therapeutic Specialist; Therapist,11,13,1,https://www.onetonline.org/link/details/29-1125.00,2026-09-16T20:57:32Z
29-1126.00,Respiratory Therapists,"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.","Research, Development, Design, and Practitioners",1,3,2026,CRRT (Cardiopulmonary Rehabilitation Respiratory Therapist); CRT (Certified Respiratory Therapist); Diagnostics RRT (Diagnostics Registered Respiratory Therapist); Infant RT (Infant Respiratory Therapist); Licensed CRT (Licensed Certified Respiratory Therapist); Licensed RT (Licensed Respiratory Therapist); Registered Respiratory Care Practitioner (Registered RCP); Registered Respiratory Practitioner; Respiratory Care Practitioner (RCP); RRT (Registered Respiratory Therapist),23,27,1,https://www.onetonline.org/link/details/29-1126.00,2026-09-16T20:57:33Z
29-1127.00,Speech-Language Pathologists,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems.","Research, Development, Design, and Practitioners",1,5,2026,Bilingual Speech-Language Pathologist (Bilingual SLP); Pediatric Speech-Language Pathologist (Pediatric SLP); Speech and Language Clinician; Speech and Language Specialist; Speech and Language Teacher; Speech and Language Therapist; Speech Clinician; Speech Pathologist; Speech Therapist; Speech-Language Pathologist (SLP),23,26,1,https://www.onetonline.org/link/details/29-1127.00,2026-09-16T20:57:33Z
29-1128.00,Exercise Physiologists,"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility.","Research, Development, Design, and Practitioners",1,4,2026,Bariatric Weight Loss Counselor; Cardiopulmonary Rehabilitation Practitioner; Cardiopulmonary Rehabilitation Therapist; Certified Exercise Physiologist (Certified EP); Clinical Cardiac Exercise Physiologist; Clinical Exercise Physiologist; Clinical Exercise Specialist; Exercise Scientist; Exercise Specialist; Lifestyle and Weight Management Consultant,27,25,1,https://www.onetonline.org/link/details/29-1128.00,2026-09-16T20:57:34Z
29-1129.00,"Therapists, All Other",All therapists not listed separately.,"Research, Development, Design, and Practitioners",1,,,,0,0,1,https://www.onetonline.org/link/details/29-1129.00,2026-09-16T20:57:34Z
29-1129.01,Art Therapists,"Plan or conduct art therapy sessions or programs to improve clients' physical, cognitive, or emotional well-being.","Research, Development, Design, and Practitioners",1,5,2026,Activity Therapy Specialist; Art Psychotherapist; ATR (Registered Art Therapist); ATR-BC (Board Certified Art Therapist); Clinical Art Therapist; Creative Arts Therapist; Expressive Arts Therapist; Oncology Art Therapist; Therapist,27,29,1,https://www.onetonline.org/link/details/29-1129.01,2026-09-16T20:57:35Z
29-1129.02,Music Therapists,"Plan, organize, direct, or assess clinical and evidenced-based music therapy interventions to positively influence individuals' physical, psychological, cognitive, or behavioral status.","Research, Development, Design, and Practitioners",1,4,2026,Board Certified Music Therapist (MT-BC); LCAT (Licensed Creative Arts Therapist); Music Therapist; Neurologic Music Therapist; Public School System Music Therapist; Therapist,30,26,1,https://www.onetonline.org/link/details/29-1129.02,2026-09-16T20:57:36Z
29-1131.00,Veterinarians,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.","Research, Development, Design, and Practitioners",1,5,2026,Companion Animal Practitioner; Doctor of Veterinary Medicine (DVM); Emergency Veterinarian (Emergency Vet); Large Animal Veterinarian (Large Animal Vet); Mixed Animal Veterinarian (Mixed Animal Vet); Small Animal Veterinarian (Small Animal Vet); Veterinary Medicine Doctor (DVM); Veterinary Surgeon (Vet Surgeon); Veterinary Surgical Specialist (Vet Surgical Specialist); Zoo Veterinarian (Zoo Vet),21,25,1,https://www.onetonline.org/link/details/29-1131.00,2026-09-16T20:57:37Z
29-1141.00,Registered Nurses,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.","Research, Development, Design, and Practitioners",1,4,2026,Certified Operating Room Nurse (CNOR); Charge Nurse; Emergency Department RN (Emergency Department Registered Nurse); Oncology RN (Oncology Registered Nurse); Operating Room Registered Nurse (OR RN); Psychiatric RN (Psychiatric Registered Nurse); Relief Charge Nurse; School Nurse; Staff Nurse; Staff RN (Staff Registered Nurse),27,37,1,https://www.onetonline.org/link/details/29-1141.00,2026-09-16T20:57:37Z
